StaffID,Age,Gender,Department,Role,StoreRegion,EmploymentType,ShiftType,WeeklyHours,HourlyWage,TenureMonths,ManagerRating,TrainingHoursLastYear,CommuteMinutes,EngagementScore,CustomerSatRating
964,36,Female,Sales Floor,Store Associate,Southwest,Part-Time,Evening,25,25.45,182,4,33,88,7.5,4.8
965,54,Non-Binary,Customer Service,CS Manager,Northeast,Part-Time,Morning,25,18.13,26,4,24,20,6.7,4.9
966,28,Female,Sales Floor,Cashier,Northeast,Full-Time,Rotating,40,12.31,2,2,22,17,1.0,3.6
967,46,Female,Customer Service,CS Manager,Northeast,Full-Time,Afternoon,40,19.01,15,4,38,65,5.1,3.0
968,48,Non-Binary,Supply Chain,Demand Planner,Southwest,Full-Time,Evening,40,15.6,236,3,12,64,4.5,
969,32,Male,Sales Floor,Store Manager,Southeast,Part-Time,Morning,25,29.37,7,4,36,58,7.4,3.3
970,24,Male,Sales Floor,Store Manager,Northeast,Full-Time,Morning,40,22.06,46,5,19,25,5.7,4.0
971,19,Female,Sales Floor,Department Lead,Southeast,Full-Time,Morning,50,24.84,10,3,36,20,4.1,4.1
972,45,Non-Binary,Customer Service,CS Manager,Southwest,Part-Time,Morning,25,18.12,128,2,21,15,3.4,4.7
973,26,Non-Binary,HR,Recruiter,Southeast,Full-Time,Afternoon,45,22.23,42,3,11,81,4.9,
974,44,Female,Customer Service,Returns Specialist,West Coast,Full-Time,Rotating,35,23.0,91,2,22,27,4.3,5.0
975,23,Male,Sales Floor,Cashier,Midwest,Full-Time,Afternoon,50,30.91,10,1,20,40,3.4,4.3
976,18,Male,Supply Chain,Logistics Coordinator,Midwest,Part-Time,Rotating,25,21.95,1,1,12,88,3.1,
977,56,Female,Marketing,Digital Marketing Specialist,Southwest,Part-Time,Rotating,25,43.49,161,2,29,24,4.8,
978,49,Non-Binary,Supply Chain,Demand Planner,Southwest,Full-Time,Rotating,40,20.67,108,3,24,66,4.6,
979,23,Male,Warehouse,Forklift Operator,Northeast,Part-Time,Afternoon,25,14.65,45,5,35,75,5.1,
980,25,Non-Binary,Sales Floor,Cashier,Southwest,Part-Time,Rotating,20,29.13,78,1,34,50,5.3,3.2
981,36,Female,Sales Floor,Store Manager,West Coast,Full-Time,Evening,50,15.0,150,4,32,28,5.0,2.6
982,54,Non-Binary,Sales Floor,Store Associate,Northeast,Part-Time,Rotating,30,25.45,234,2,39,29,3.5,3.4
983,54,Female,Customer Service,CS Representative,Southwest,Part-Time,Afternoon,20,26.07,4,3,30,14,4.7,4.4
984,51,Male,Sales Floor,Store Manager,Southeast,Full-Time,Evening,40,28.65,161,1,8,80,4.2,4.3
985,41,Non-Binary,Sales Floor,Store Manager,Southeast,Part-Time,Afternoon,25,23.53,189,3,4,18,6.3,4.0
986,33,Non-Binary,HR,HR Manager,Southwest,Full-Time,Rotating,40,20.78,139,4,24,61,4.5,
987,55,Female,Marketing,Digital Marketing Specialist,Southeast,Full-Time,Rotating,45,41.23,198,3,6,43,5.4,
988,19,Non-Binary,Sales Floor,Cashier,Southeast,Part-Time,Morning,30,25.52,7,3,36,83,6.3,4.6
989,55,Male,Warehouse,Warehouse Worker,Southeast,Part-Time,Morning,20,12.2,132,1,33,39,4.5,
990,62,Male,Customer Service,CS Representative,Northeast,Full-Time,Rotating,40,16.98,163,3,0,63,5.5,3.0
991,28,Male,Finance,Financial Analyst,Southeast,Full-Time,Morning,45,35.12,57,1,9,71,3.9,
992,61,Non-Binary,HR,HR Manager,Northeast,Full-Time,Afternoon,50,31.23,97,2,17,12,5.8,
993,33,Male,Marketing,Digital Marketing Specialist,Southeast,Part-Time,Morning,25,42.7,130,3,30,90,6.0,
994,35,Non-Binary,Sales Floor,Department Lead,West Coast,Part-Time,Evening,25,30.62,32,2,33,49,4.3,4.5
995,36,Male,Sales Floor,Store Associate,Southwest,Full-Time,Evening,40,20.21,202,4,6,29,5.0,3.8
996,59,Male,HR,Recruiter,West Coast,Full-Time,Evening,35,29.18,26,3,7,17,6.1,
997,36,Male,Finance,Accountant,Northeast,Part-Time,Morning,25,30.53,99,3,40,80,6.8,
998,52,Male,Sales Floor,Department Lead,Northeast,Full-Time,Afternoon,40,18.73,30,1,25,68,3.5,3.1
999,55,Male,Warehouse,Shift Supervisor,West Coast,Full-Time,Rotating,35,24.66,47,5,17,64,4.9,
1000,32,Male,Customer Service,CS Manager,West Coast,Full-Time,Rotating,40,20.87,79,1,0,87,2.8,2.6
1001,51,Female,IT,IT Support,Southeast,Part-Time,Morning,25,38.04,43,5,11,44,7.7,
1002,36,Male,Marketing,Marketing Manager,Midwest,Full-Time,Rotating,40,35.54,80,2,20,77,5.3,
1003,64,Male,Customer Service,Call Center Agent,West Coast,Part-Time,Afternoon,25,19.19,187,1,39,51,4.9,2.7
1004,22,Non-Binary,Sales Floor,Cashier,Southwest,Part-Time,Morning,30,30.6,31,4,35,39,7.3,3.5
1005,51,Female,Supply Chain,Procurement Analyst,West Coast,Full-Time,Afternoon,35,27.37,126,1,32,18,4.8,
1006,38,Male,Sales Floor,Department Lead,Northeast,Part-Time,Rotating,25,30.48,95,4,10,15,7.8,3.7
1007,44,Male,Sales Floor,Visual Merchandiser,Northeast,Full-Time,Evening,40,30.43,2,4,10,29,5.4,4.9
1008,51,Non-Binary,Marketing,Social Media Coordinator,Southwest,Part-Time,Rotating,25,24.3,236,5,23,76,4.8,
1009,48,Non-Binary,Supply Chain,Procurement Analyst,Midwest,Full-Time,Evening,40,13.77,11,2,26,45,4.0,
1010,43,Non-Binary,Sales Floor,Cashier,Midwest,Full-Time,Rotating,35,18.7,100,1,5,20,3.8,4.4
1011,54,Male,Sales Floor,Department Lead,West Coast,Full-Time,Evening,40,21.81,50,2,26,28,4.9,4.0
1012,40,Female,Warehouse,Shift Supervisor,Northeast,Part-Time,Afternoon,25,29.44,8,5,40,70,7.5,
1013,65,Non-Binary,Sales Floor,Cashier,West Coast,Full-Time,Morning,45,16.08,49,2,37,82,4.3,4.9
1014,62,Male,Warehouse,Forklift Operator,Northeast,Part-Time,Morning,20,16.81,177,5,34,77,5.1,
1015,40,Female,Sales Floor,Cashier,Southwest,Full-Time,Evening,45,30.4,142,1,6,43,4.0,4.1
1016,61,Non-Binary,Warehouse,Shift Supervisor,Northeast,Full-Time,Morning,40,24.21,190,2,29,82,3.6,
1017,30,Female,Finance,Accountant,West Coast,Full-Time,Rotating,45,34.44,134,4,8,57,6.9,
1018,47,Non-Binary,Marketing,Social Media Coordinator,Northeast,Part-Time,Rotating,30,38.46,235,5,19,28,6.8,
1019,64,Female,Warehouse,Receiving Clerk,West Coast,Part-Time,Evening,20,14.77,23,3,10,61,3.7,
1020,39,Non-Binary,Sales Floor,Visual Merchandiser,Southwest,Part-Time,Evening,20,20.6,239,5,5,74,6.8,3.2
1021,51,Male,IT,IT Manager,Southwest,Full-Time,Evening,45,42.4,152,1,36,30,6.6,
1022,24,Non-Binary,Sales Floor,Store Manager,Northeast,Full-Time,Evening,45,28.31,31,3,13,75,7.0,4.5
1023,19,Male,Marketing,Marketing Manager,Midwest,Part-Time,Rotating,25,32.06,5,2,22,61,4.6,
1024,18,Male,Sales Floor,Visual Merchandiser,West Coast,Part-Time,Evening,30,17.93,1,5,18,36,5.3,3.5
1025,38,Non-Binary,IT,IT Support,West Coast,Full-Time,Rotating,40,32.59,76,2,3,65,5.8,
1026,46,Male,Customer Service,Returns Specialist,Southwest,Full-Time,Morning,35,23.93,108,1,2,32,4.5,3.4
1027,22,Female,Warehouse,Shift Supervisor,Southeast,Part-Time,Morning,25,12.52,4,4,37,48,3.6,
1028,45,Male,Sales Floor,Store Associate,Midwest,Full-Time,Rotating,40,12.83,218,4,10,68,3.3,4.8
1029,29,Non-Binary,Warehouse,Receiving Clerk,West Coast,Part-Time,Morning,30,21.19,55,1,14,87,3.8,
1030,18,Female,Sales Floor,Cashier,Southeast,Full-Time,Afternoon,45,17.58,1,2,9,34,4.6,5.0
1031,48,Female,Supply Chain,Logistics Coordinator,Southwest,Full-Time,Evening,50,19.76,157,5,20,31,4.7,
1032,50,Female,Sales Floor,Visual Merchandiser,West Coast,Full-Time,Morning,45,20.83,141,3,27,49,5.7,3.7
1033,41,Non-Binary,Customer Service,Call Center Agent,Midwest,Part-Time,Afternoon,30,20.97,23,4,34,21,6.1,3.1
1034,40,Female,IT,IT Support,Southwest,Full-Time,Afternoon,40,42.35,37,3,6,16,6.0,
1035,36,Male,Sales Floor,Store Associate,Midwest,Full-Time,Rotating,40,20.83,144,4,12,79,6.4,3.6
1036,29,Male,Sales Floor,Visual Merchandiser,Southwest,Full-Time,Rotating,45,30.98,128,4,34,69,6.5,4.9
1037,60,Female,IT,POS Technician,Northeast,Full-Time,Evening,35,31.28,211,2,4,56,4.8,
1038,32,Non-Binary,Finance,Accountant,Midwest,Part-Time,Afternoon,20,37.56,22,2,33,21,5.8,
1039,45,Female,Sales Floor,Cashier,West Coast,Full-Time,Morning,50,17.07,81,1,6,68,3.0,4.6
1040,41,Non-Binary,Warehouse,Warehouse Worker,Midwest,Part-Time,Afternoon,25,18.16,178,2,16,54,3.2,
1041,53,Non-Binary,Supply Chain,Buyer,Southwest,Full-Time,Afternoon,45,14.29,116,5,15,22,6.4,
1042,50,Female,Sales Floor,Store Manager,Northeast,Part-Time,Morning,25,26.93,13,1,2,73,3.9,4.0
1043,36,Non-Binary,Warehouse,Shift Supervisor,Southeast,Part-Time,Afternoon,25,15.61,176,5,4,29,6.8,
1044,42,Female,HR,Recruiter,Southwest,Full-Time,Evening,40,16.98,149,5,32,87,5.8,
1045,38,Non-Binary,Sales Floor,Visual Merchandiser,Southwest,Full-Time,Evening,40,20.54,131,2,29,11,3.8,3.7
1046,52,Female,Customer Service,Returns Specialist,West Coast,Full-Time,Morning,40,19.59,158,1,36,43,3.4,4.8
1047,43,Male,Sales Floor,Cashier,Midwest,Full-Time,Evening,35,22.64,185,5,31,27,5.9,3.9
1048,26,Male,Sales Floor,Visual Merchandiser,Midwest,Full-Time,Morning,40,15.46,88,2,36,10,3.3,3.3
1049,59,Male,Sales Floor,Store Associate,Midwest,Full-Time,Afternoon,40,22.16,25,4,32,40,4.9,2.7
1050,32,Non-Binary,Marketing,Brand Analyst,Southeast,Part-Time,Morning,20,42.84,126,4,30,52,5.5,
1051,36,Non-Binary,Warehouse,Shift Supervisor,Southeast,Full-Time,Rotating,35,17.74,195,2,27,64,2.6,
1052,26,Female,Sales Floor,Store Associate,Southeast,Full-Time,Afternoon,35,25.28,28,3,15,62,7.1,3.4
1053,39,Female,Sales Floor,Department Lead,West Coast,Part-Time,Afternoon,20,20.46,138,3,38,83,4.6,4.4
1054,27,Male,Sales Floor,Store Manager,Northeast,Full-Time,Evening,50,22.04,46,5,10,31,4.7,3.8
1055,19,Non-Binary,Supply Chain,Buyer,Southwest,Full-Time,Rotating,35,13.17,11,4,39,88,2.9,
1056,38,Male,HR,Training Coordinator,Southwest,Part-Time,Rotating,20,16.61,168,1,23,58,3.6,
1057,38,Non-Binary,Sales Floor,Cashier,Midwest,Full-Time,Rotating,45,23.44,154,4,33,41,4.4,3.2
1058,61,Female,Sales Floor,Department Lead,West Coast,Part-Time,Rotating,25,15.81,89,4,22,9,4.9,3.0
1059,33,Female,Sales Floor,Store Associate,Southeast,Full-Time,Rotating,45,30.59,141,5,1,67,6.9,3.8
1060,42,Non-Binary,Customer Service,Call Center Agent,Northeast,Full-Time,Evening,40,24.41,167,1,36,56,3.7,4.3
1061,44,Male,IT,Systems Administrator,Midwest,Full-Time,Afternoon,40,25.96,37,1,7,70,5.7,
1062,26,Non-Binary,Customer Service,CS Manager,Southeast,Part-Time,Evening,25,27.0,8,5,15,78,7.3,2.6
1063,45,Non-Binary,Customer Service,CS Representative,Midwest,Full-Time,Morning,45,14.33,99,1,18,65,4.0,4.6
1064,49,Female,Customer Service,CS Representative,Northeast,Full-Time,Morning,40,20.37,50,4,32,72,5.7,2.6
1065,47,Female,Marketing,Marketing Manager,Southeast,Part-Time,Afternoon,25,41.07,236,3,3,24,6.3,
1066,65,Non-Binary,Finance,Payroll Specialist,Southeast,Full-Time,Morning,50,30.04,119,3,5,89,6.8,
1067,42,Male,Marketing,Social Media Coordinator,Midwest,Part-Time,Rotating,30,36.62,138,3,26,83,6.3,
1068,31,Male,Sales Floor,Store Associate,Northeast,Part-Time,Evening,25,22.21,114,1,1,65,4.1,3.7
1069,32,Female,Sales Floor,Visual Merchandiser,Southeast,Full-Time,Rotating,40,30.07,124,2,13,35,5.0,4.1
1070,23,Female,Warehouse,Shift Supervisor,Southwest,Part-Time,Morning,20,29.74,3,5,5,20,6.9,
1071,31,Non-Binary,Warehouse,Forklift Operator,West Coast,Full-Time,Evening,35,23.56,53,3,3,21,4.8,
1072,23,Male,Customer Service,Call Center Agent,Southeast,Full-Time,Evening,40,25.52,21,1,32,66,4.5,2.6
1073,50,Female,Supply Chain,Demand Planner,Northeast,Full-Time,Afternoon,40,23.03,238,2,31,11,3.7,
1074,24,Male,Customer Service,Returns Specialist,Northeast,Part-Time,Morning,25,19.34,26,3,6,75,5.9,5.0
1075,65,Female,Customer Service,CS Manager,Southwest,Full-Time,Evening,35,13.31,72,4,15,34,3.6,4.7
1076,36,Female,Sales Floor,Store Associate,Midwest,Part-Time,Rotating,20,21.46,203,1,34,24,3.6,3.1
1077,62,Non-Binary,Finance,Accountant,Southwest,Part-Time,Evening,25,40.88,6,1,39,51,3.7,
1078,54,Female,Finance,Payroll Specialist,West Coast,Full-Time,Morning,40,29.2,34,4,19,33,5.8,
1079,30,Non-Binary,Warehouse,Forklift Operator,Southwest,Full-Time,Evening,40,31.64,29,2,32,85,3.8,
1080,59,Non-Binary,Warehouse,Shift Supervisor,Midwest,Part-Time,Rotating,25,30.03,102,3,37,53,5.1,
1081,39,Female,Supply Chain,Demand Planner,Midwest,Part-Time,Afternoon,20,15.96,136,3,34,12,5.8,
1082,65,Male,Warehouse,Forklift Operator,Midwest,Full-Time,Morning,40,29.25,75,5,33,49,7.3,
1083,64,Male,Supply Chain,Demand Planner,Southwest,Full-Time,Rotating,45,28.2,42,4,32,31,6.0,
1084,53,Female,Sales Floor,Visual Merchandiser,Northeast,Full-Time,Rotating,40,13.72,23,4,6,20,5.5,4.9
1085,49,Male,Finance,Controller,Northeast,Full-Time,Evening,35,24.43,80,5,4,69,4.9,
1086,32,Male,Sales Floor,Store Associate,Northeast,Full-Time,Morning,45,25.74,62,1,17,75,4.7,2.9
1087,40,Female,Finance,Payroll Specialist,Northeast,Full-Time,Morning,40,33.32,170,2,17,41,4.7,
1088,53,Male,Sales Floor,Department Lead,Southwest,Part-Time,Morning,30,25.77,147,2,13,55,5.6,3.9
1089,50,Non-Binary,Supply Chain,Procurement Analyst,Midwest,Full-Time,Morning,40,25.95,119,5,0,70,6.4,
1090,54,Male,Warehouse,Shift Supervisor,Northeast,Full-Time,Rotating,35,13.41,121,4,25,57,5.2,
1091,61,Female,Marketing,Social Media Coordinator,Southwest,Full-Time,Rotating,40,32.49,7,3,34,59,5.2,
1092,45,Non-Binary,Customer Service,Call Center Agent,Southwest,Full-Time,Afternoon,40,27.85,124,1,2,64,4.2,4.1
1093,32,Male,Marketing,Social Media Coordinator,Southeast,Part-Time,Afternoon,30,37.9,145,2,27,68,4.6,
1094,43,Female,Customer Service,Returns Specialist,Midwest,Part-Time,Evening,25,31.46,1,2,8,13,4.9,5.0
1095,51,Male,Marketing,Digital Marketing Specialist,West Coast,Full-Time,Morning,50,39.84,228,2,37,89,4.6,
1096,31,Female,Sales Floor,Visual Merchandiser,West Coast,Full-Time,Morning,35,26.64,128,5,0,58,6.5,4.3
1097,57,Male,Sales Floor,Department Lead,Midwest,Part-Time,Rotating,30,29.0,21,5,18,74,6.4,2.5
1098,55,Non-Binary,Sales Floor,Visual Merchandiser,Midwest,Part-Time,Afternoon,30,20.45,97,1,39,37,5.1,4.6
1099,35,Female,HR,HR Manager,Southeast,Part-Time,Rotating,25,25.29,3,1,5,36,4.1,
1100,50,Non-Binary,Sales Floor,Visual Merchandiser,Northeast,Full-Time,Morning,35,12.15,120,5,36,81,4.8,4.5
1101,29,Non-Binary,Finance,Accountant,Southeast,Part-Time,Afternoon,25,36.9,21,1,20,9,4.1,
1102,23,Male,Sales Floor,Store Manager,Midwest,Full-Time,Evening,45,17.58,31,3,23,43,4.7,4.6
1103,41,Male,IT,Systems Administrator,Midwest,Full-Time,Morning,35,28.94,151,5,5,49,6.3,
1104,50,Male,Sales Floor,Cashier,Midwest,Part-Time,Evening,20,20.93,103,2,20,27,4.2,3.2
1105,41,Non-Binary,IT,IT Support,Southwest,Part-Time,Rotating,30,31.04,60,4,39,59,6.4,
1106,22,Male,Sales Floor,Store Manager,Midwest,Part-Time,Evening,25,30.96,20,4,17,79,5.9,3.2
1107,40,Female,Customer Service,Returns Specialist,Southeast,Full-Time,Morning,45,17.55,189,4,13,81,6.1,4.9
1108,47,Female,Warehouse,Forklift Operator,Southeast,Part-Time,Morning,20,24.36,22,5,6,27,6.5,
1109,34,Male,IT,Systems Administrator,West Coast,Full-Time,Morning,40,35.24,121,2,1,51,5.7,
1110,43,Non-Binary,Customer Service,CS Manager,Southeast,Full-Time,Evening,40,16.4,33,4,23,67,5.1,4.7
1111,54,Male,Finance,Payroll Specialist,Midwest,Part-Time,Morning,25,42.93,191,2,0,8,4.2,
1112,41,Male,Supply Chain,Demand Planner,Midwest,Full-Time,Rotating,35,13.79,30,4,25,20,4.5,
1113,27,Non-Binary,Sales Floor,Store Manager,West Coast,Full-Time,Afternoon,50,26.06,31,2,13,51,3.9,3.9
1114,63,Female,HR,HR Manager,Southeast,Full-Time,Evening,40,24.67,80,3,1,78,4.8,
1115,53,Male,Marketing,Marketing Manager,Southwest,Part-Time,Afternoon,20,28.68,43,4,35,25,6.1,
1116,51,Female,Customer Service,CS Representative,Southeast,Full-Time,Evening,40,25.93,111,4,14,23,8.3,5.0
1117,46,Female,Sales Floor,Cashier,Southeast,Part-Time,Afternoon,30,26.92,223,3,6,42,6.1,2.9
1118,40,Female,Supply Chain,Buyer,Southwest,Part-Time,Morning,30,21.31,157,1,28,59,3.6,
1119,42,Non-Binary,Warehouse,Inventory Analyst,Northeast,Part-Time,Evening,25,19.0,177,2,37,36,4.8,
1120,64,Female,Customer Service,CS Manager,Midwest,Full-Time,Morning,40,23.74,96,1,35,88,3.8,3.3
1121,65,Male,Warehouse,Receiving Clerk,Northeast,Part-Time,Rotating,20,20.56,83,2,22,5,3.2,
1122,25,Non-Binary,Marketing,Social Media Coordinator,Southwest,Full-Time,Evening,35,28.48,34,3,37,21,5.6,
1123,38,Non-Binary,Finance,Payroll Specialist,Northeast,Full-Time,Rotating,35,41.78,193,5,3,70,6.5,
1124,55,Female,Supply Chain,Demand Planner,Northeast,Part-Time,Afternoon,30,24.52,212,1,37,40,3.7,
1125,21,Non-Binary,Warehouse,Warehouse Worker,Southeast,Full-Time,Rotating,45,23.62,11,5,37,6,4.1,
1126,56,Non-Binary,Supply Chain,Demand Planner,Southwest,Full-Time,Afternoon,45,28.75,144,5,36,70,7.7,
1127,45,Non-Binary,Marketing,Digital Marketing Specialist,Southeast,Part-Time,Morning,25,28.89,203,5,0,88,6.9,
1128,21,Non-Binary,Sales Floor,Store Associate,Midwest,Part-Time,Evening,25,19.62,25,5,37,52,5.2,3.8
1129,40,Non-Binary,Sales Floor,Department Lead,Northeast,Part-Time,Afternoon,25,29.2,22,4,2,7,7.6,3.5
1130,24,Male,Sales Floor,Department Lead,Northeast,Part-Time,Morning,30,23.65,57,4,18,69,5.3,2.7
1131,27,Non-Binary,Marketing,Marketing Manager,Northeast,Full-Time,Rotating,35,26.69,41,2,8,77,5.0,
1132,60,Male,Warehouse,Inventory Analyst,Midwest,Full-Time,Afternoon,45,26.64,221,5,21,84,8.2,
1133,60,Male,HR,Training Coordinator,Southwest,Part-Time,Rotating,20,21.35,223,1,38,15,3.0,
1134,57,Non-Binary,Sales Floor,Store Manager,Midwest,Full-Time,Morning,40,21.4,39,1,21,85,4.1,3.0
1135,33,Male,Supply Chain,Logistics Coordinator,Southwest,Full-Time,Evening,40,22.84,29,1,24,19,4.0,
1136,57,Male,Sales Floor,Visual Merchandiser,West Coast,Full-Time,Evening,40,23.95,207,5,9,54,5.1,4.7
1137,37,Male,Sales Floor,Cashier,Southwest,Part-Time,Morning,30,13.76,141,3,1,5,3.3,4.5
1138,33,Non-Binary,Finance,Accountant,Southwest,Part-Time,Afternoon,25,27.41,143,4,22,38,6.7,
1139,49,Non-Binary,Customer Service,CS Representative,West Coast,Full-Time,Evening,45,13.3,129,1,22,41,3.7,3.6
1140,56,Male,Supply Chain,Buyer,Midwest,Full-Time,Evening,35,23.89,183,1,18,83,4.8,
1141,55,Female,Sales Floor,Store Associate,Southwest,Full-Time,Rotating,40,13.87,84,2,12,29,3.5,3.8
1142,46,Male,Sales Floor,Store Manager,Northeast,Part-Time,Morning,30,28.37,89,4,17,7,5.8,3.9
1143,24,Female,Warehouse,Shift Supervisor,Midwest,Full-Time,Evening,40,28.59,3,1,34,53,4.2,
1144,30,Female,Warehouse,Inventory Analyst,West Coast,Full-Time,Morning,35,29.35,49,4,24,47,5.9,
1145,44,Non-Binary,IT,IT Support,Southeast,Part-Time,Morning,20,40.34,133,5,24,85,6.7,
1146,58,Non-Binary,HR,HR Generalist,Southwest,Full-Time,Morning,35,20.48,199,2,11,46,3.8,
1147,65,Non-Binary,Marketing,Marketing Manager,Southeast,Full-Time,Rotating,35,41.58,113,5,1,62,7.2,
1148,34,Female,HR,HR Generalist,Northeast,Full-Time,Afternoon,45,18.9,169,4,26,45,5.4,
1149,60,Non-Binary,Customer Service,Call Center Agent,West Coast,Part-Time,Evening,20,19.82,205,5,1,13,5.9,3.1
1150,37,Non-Binary,Finance,Accountant,Midwest,Part-Time,Evening,30,25.91,166,3,9,19,7.0,
1151,61,Male,Warehouse,Forklift Operator,West Coast,Full-Time,Rotating,45,19.81,13,4,31,50,5.4,
1152,38,Male,Sales Floor,Store Manager,Northeast,Part-Time,Rotating,20,30.42,124,5,4,18,6.6,3.4
1153,61,Non-Binary,Warehouse,Inventory Analyst,Northeast,Full-Time,Rotating,40,12.98,205,1,36,22,1.5,
1154,44,Male,Customer Service,Returns Specialist,Southeast,Full-Time,Morning,35,24.58,1,4,21,47,6.3,3.6
1155,30,Male,Sales Floor,Cashier,Northeast,Full-Time,Evening,50,28.5,86,1,5,90,5.0,4.8
1156,28,Non-Binary,Customer Service,CS Representative,Northeast,Part-Time,Afternoon,20,28.6,42,4,30,44,6.2,4.7
1157,25,Female,HR,Recruiter,Southeast,Full-Time,Evening,35,25.94,10,2,20,58,4.8,
1158,34,Female,Warehouse,Warehouse Worker,West Coast,Part-Time,Afternoon,25,17.75,139,2,7,49,5.6,
1159,22,Non-Binary,Sales Floor,Visual Merchandiser,Southwest,Part-Time,Rotating,25,24.23,25,2,8,25,3.8,4.3
1160,50,Non-Binary,Sales Floor,Store Associate,Northeast,Full-Time,Morning,45,28.47,40,3,21,67,6.4,4.7
1161,24,Non-Binary,Sales Floor,Store Manager,Midwest,Full-Time,Morning,35,15.81,23,2,18,6,2.8,4.7
1162,62,Female,Marketing,Brand Analyst,Midwest,Full-Time,Evening,40,42.6,182,4,37,53,5.6,
1163,32,Male,Sales Floor,Store Manager,Northeast,Full-Time,Evening,40,21.59,79,4,21,53,6.2,3.2
1164,26,Male,Sales Floor,Store Associate,Northeast,Full-Time,Evening,50,14.58,24,4,5,56,4.2,4.9
1165,56,Non-Binary,Marketing,Brand Analyst,Northeast,Full-Time,Rotating,40,23.51,160,1,20,22,4.0,
1166,44,Male,Supply Chain,Demand Planner,Northeast,Full-Time,Rotating,35,17.13,208,1,40,19,4.6,
1167,57,Female,Sales Floor,Store Associate,Northeast,Part-Time,Morning,20,25.62,223,1,3,47,4.2,3.2
1168,23,Non-Binary,Supply Chain,Logistics Coordinator,Midwest,Full-Time,Afternoon,35,23.94,2,2,30,86,4.2,
1169,29,Male,HR,Recruiter,West Coast,Part-Time,Afternoon,30,16.29,3,3,17,72,5.1,
1170,64,Non-Binary,Warehouse,Shift Supervisor,West Coast,Part-Time,Rotating,30,21.46,182,4,20,44,4.7,
1171,22,Female,Sales Floor,Cashier,Southeast,Part-Time,Evening,30,16.73,11,5,4,14,6.0,3.6
1172,61,Non-Binary,Marketing,Social Media Coordinator,West Coast,Part-Time,Afternoon,25,38.41,31,3,40,78,5.9,
1173,40,Male,HR,Training Coordinator,West Coast,Full-Time,Rotating,40,27.82,202,3,19,47,5.1,
1174,26,Female,Customer Service,CS Representative,Midwest,Full-Time,Morning,35,16.39,49,1,17,34,2.9,4.5
1175,26,Female,HR,HR Manager,Northeast,Part-Time,Evening,30,19.34,28,2,21,78,4.4,
1176,47,Female,Sales Floor,Store Associate,Southwest,Part-Time,Afternoon,20,24.4,113,5,1,35,5.7,4.2
1177,63,Non-Binary,Customer Service,CS Manager,Northeast,Full-Time,Evening,50,30.96,123,5,5,89,6.4,3.9
1178,64,Female,Customer Service,CS Representative,West Coast,Part-Time,Evening,20,16.72,54,5,40,46,5.3,3.8
1179,61,Non-Binary,Customer Service,Returns Specialist,Northeast,Full-Time,Evening,35,21.21,23,4,40,57,5.4,3.8
1180,63,Female,HR,Recruiter,Southwest,Part-Time,Evening,25,22.11,46,1,19,39,3.4,
1181,56,Male,Sales Floor,Department Lead,West Coast,Part-Time,Evening,25,12.7,116,4,13,36,5.4,3.2
1182,22,Non-Binary,Sales Floor,Store Manager,Southeast,Full-Time,Evening,40,16.09,40,1,22,82,4.4,2.8
1183,54,Non-Binary,Customer Service,CS Manager,Northeast,Full-Time,Afternoon,40,15.71,180,2,19,13,4.8,4.3
1184,30,Non-Binary,Warehouse,Shift Supervisor,West Coast,Full-Time,Afternoon,40,19.56,141,4,28,42,6.2,
1185,32,Male,Supply Chain,Logistics Coordinator,Southwest,Full-Time,Evening,40,20.19,84,3,38,49,5.8,
1186,30,Female,Sales Floor,Department Lead,Midwest,Part-Time,Morning,25,16.43,14,2,27,38,4.3,4.2
1187,45,Female,Sales Floor,Cashier,Midwest,Part-Time,Evening,20,24.6,77,2,11,20,5.7,3.2
1188,19,Non-Binary,IT,IT Manager,Southeast,Part-Time,Evening,30,24.32,6,5,20,50,4.8,
1189,40,Non-Binary,Sales Floor,Department Lead,Northeast,Full-Time,Afternoon,40,13.08,134,5,32,41,5.1,2.9
1190,50,Non-Binary,Finance,Controller,Southwest,Part-Time,Morning,20,37.6,149,2,33,49,4.9,
1191,34,Male,Sales Floor,Cashier,Northeast,Full-Time,Rotating,45,30.66,25,4,1,63,5.6,3.1
1192,29,Male,Sales Floor,Department Lead,Northeast,Full-Time,Morning,45,20.85,76,2,38,61,5.1,4.0
1193,24,Female,Supply Chain,Buyer,West Coast,Full-Time,Morning,40,29.29,45,2,18,76,5.5,
1194,24,Male,Sales Floor,Department Lead,Southwest,Full-Time,Morning,40,29.19,34,5,29,67,7.8,4.8
1195,55,Female,Warehouse,Shift Supervisor,West Coast,Part-Time,Afternoon,25,14.29,213,2,29,85,3.5,
1196,43,Non-Binary,Marketing,Brand Analyst,Southwest,Part-Time,Afternoon,25,37.91,177,5,19,65,8.1,
1197,37,Non-Binary,IT,Systems Administrator,West Coast,Full-Time,Rotating,45,33.28,36,4,17,18,6.7,
1198,39,Female,Warehouse,Shift Supervisor,West Coast,Part-Time,Rotating,25,20.87,212,4,18,35,4.6,
1199,41,Male,HR,Training Coordinator,West Coast,Part-Time,Afternoon,30,30.11,225,1,27,71,5.1,
1200,38,Male,Sales Floor,Store Manager,Southeast,Part-Time,Morning,25,13.64,23,5,33,30,4.8,2.9
