EmployeeID,Age,Gender,MaritalStatus,Department,JobRole,JobLevel,MonthlyIncome,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,TotalWorkingYears,OverTime,DistanceFromHome,Education,PerformanceRating,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,RelationshipSatisfaction,NumCompaniesWorked,TrainingTimesLastYear,StockOptionLevel,PercentSalaryHike,EngagementScore,Attrition
811,58,Male,Single,Marketing,Content Strategist,3,7360,13,5,0,25,No,9,4,4,2,1,1,3,2,2,1,23,5.9,No
812,57,Female,Divorced,Engineering,Data Engineer,3,9030,22,10,8,25,Yes,48,5,4,1,2,2,3,1,5,3,15,6.5,Yes
813,40,Female,Single,Sales,Sales Rep,4,10193,14,2,14,14,Yes,45,2,2,2,3,4,4,0,2,2,16,4.5,No
814,58,Non-Binary,Married,HR,Compensation Analyst,4,9984,21,8,15,27,No,24,2,3,3,4,3,4,6,5,3,23,7.7,Yes
815,33,Non-Binary,Married,Engineering,Staff Engineer,1,2439,5,2,2,13,No,6,3,2,1,4,2,3,5,4,3,17,6.7,Yes
816,37,Female,Single,Product,Product Manager,4,8820,0,0,0,9,Yes,4,3,3,1,2,2,2,6,6,0,15,4.7,No
817,25,Non-Binary,Single,Operations,IT Support,3,8960,3,3,1,3,No,35,1,3,1,3,2,2,1,0,2,22,9.2,No
818,32,Non-Binary,Divorced,Engineering,DevOps Engineer,2,6217,3,2,2,13,Yes,32,1,2,4,2,2,1,8,3,2,25,4.7,No
819,30,Female,Single,Engineering,Engineering Manager,2,4971,6,3,5,11,Yes,3,3,4,4,4,1,1,5,2,0,11,3.0,Yes
820,30,Male,Divorced,Engineering,Data Engineer,3,7439,1,1,0,5,No,15,5,3,2,1,2,4,8,6,0,18,3.8,No
821,46,Non-Binary,Single,Operations,IT Support,1,3676,19,11,11,28,No,42,2,3,4,4,2,3,2,5,2,20,4.1,No
822,31,Male,Divorced,Operations,IT Support,4,12159,2,0,2,11,No,39,2,1,2,3,4,2,5,1,1,14,7.5,No
823,52,Female,Single,Engineering,Staff Engineer,5,15830,12,1,0,28,No,11,2,3,2,1,1,4,1,1,3,12,5.5,No
824,57,Non-Binary,Married,Finance,Controller,4,13771,21,17,20,29,No,35,3,4,4,4,2,3,7,6,2,13,7.3,No
825,31,Male,Married,Operations,IT Support,5,15470,2,0,2,10,No,43,5,2,3,2,2,3,6,0,3,13,4.6,No
826,25,Female,Married,Sales,Sales Manager,1,3956,3,1,3,6,Yes,18,1,4,1,1,4,3,3,6,2,23,6.5,Yes
827,26,Male,Divorced,Sales,Sales Rep,1,3122,1,1,0,8,Yes,43,3,3,3,3,3,4,0,2,2,15,7.3,No
828,49,Female,Single,HR,HR Generalist,2,4232,23,8,2,24,No,37,4,3,3,2,3,4,8,3,2,23,5.1,No
829,23,Non-Binary,Married,Sales,Account Executive,4,13858,1,0,1,1,No,9,1,2,1,1,2,2,6,4,3,18,7.0,No
830,55,Non-Binary,Single,Marketing,Brand Manager,1,2696,15,6,2,19,No,29,4,3,4,1,4,3,9,4,3,21,4.5,No
831,58,Female,Married,Product,UX Designer,4,9852,28,22,22,32,Yes,13,1,4,1,3,2,2,1,1,0,13,7.1,Yes
832,44,Female,Married,Engineering,Data Engineer,1,4187,15,12,8,15,No,46,1,1,4,4,4,4,4,2,3,18,8.2,No
833,27,Female,Single,Sales,BDR,4,13343,3,1,3,3,No,27,2,3,1,2,4,2,0,4,3,15,4.7,No
834,29,Female,Divorced,Sales,BDR,2,6087,5,1,4,8,Yes,47,1,2,2,3,1,2,8,1,3,17,3.3,Yes
835,42,Female,Married,Product,UX Designer,5,16414,19,9,16,22,No,43,4,3,3,3,3,3,3,2,2,23,7.0,Yes
836,60,Female,Married,Operations,Operations Manager,2,6501,18,7,7,25,No,37,3,4,3,3,1,2,2,1,0,20,4.8,No
837,35,Male,Single,Product,UI Designer,3,8621,9,8,8,16,No,9,1,3,1,1,4,1,7,2,2,25,4.6,No
838,48,Male,Single,Engineering,Staff Engineer,3,9601,11,5,7,20,Yes,18,5,3,2,3,4,1,2,5,1,20,3.2,Yes
839,28,Non-Binary,Divorced,Engineering,QA Engineer,4,12403,1,0,0,10,No,26,2,3,4,3,4,1,8,3,0,25,8.6,No
840,45,Male,Single,Engineering,Software Engineer,2,4778,17,9,6,25,Yes,36,3,1,4,2,3,2,3,6,3,13,4.4,No
841,34,Male,Divorced,HR,HR Generalist,4,9098,4,3,2,11,No,46,5,3,1,4,1,1,8,6,2,22,3.1,No
842,59,Female,Single,Engineering,Data Engineer,2,6658,30,1,4,37,No,17,2,4,4,3,2,3,0,1,1,19,5.8,No
843,57,Male,Single,Finance,Financial Analyst,1,3103,19,8,13,25,Yes,9,5,4,3,2,1,2,0,1,2,17,7.7,No
844,36,Male,Divorced,Engineering,Senior Engineer,4,9521,0,0,0,13,No,30,3,4,1,1,4,4,2,6,3,20,7.8,No
845,25,Non-Binary,Divorced,HR,HR Manager,1,2779,1,1,1,5,Yes,50,3,4,2,2,2,1,3,2,1,11,8.9,Yes
846,59,Male,Single,Engineering,Software Engineer,4,13996,25,23,25,29,No,19,1,4,1,1,4,4,4,5,3,22,6.0,No
847,53,Male,Married,Engineering,Engineering Manager,3,6476,10,4,6,21,No,41,5,3,2,4,2,4,2,2,0,13,9.0,Yes
848,56,Non-Binary,Single,Sales,Sales Manager,2,6174,9,4,8,23,Yes,37,1,4,2,1,2,1,1,0,0,19,6.2,Yes
849,57,Male,Married,Sales,Sales Rep,3,8763,13,12,11,22,No,45,1,4,1,2,2,3,1,4,2,22,6.0,No
850,33,Female,Single,Sales,Account Executive,2,6836,2,0,1,4,No,2,3,4,2,2,2,1,6,1,3,21,4.4,No
851,34,Male,Married,Finance,FP&A Manager,4,9214,3,0,1,11,Yes,34,4,3,3,3,1,3,7,0,1,11,5.9,No
852,44,Non-Binary,Single,Sales,BDR,3,6852,2,2,1,14,No,28,2,2,4,3,4,2,4,1,3,25,4.7,No
853,44,Male,Divorced,Engineering,Senior Engineer,1,3153,18,4,0,20,No,2,3,3,3,2,2,3,1,0,2,25,6.5,No
854,31,Male,Married,Operations,Project Manager,1,3763,9,5,5,10,No,42,4,2,4,3,2,1,6,3,0,16,4.5,No
855,57,Non-Binary,Divorced,Marketing,Marketing Analyst,3,6921,10,1,3,37,Yes,15,2,2,1,1,2,2,1,6,1,23,3.3,Yes
856,56,Male,Single,HR,HR Generalist,3,7877,4,3,4,11,No,34,3,3,4,1,4,3,4,6,1,24,4.9,No
857,58,Female,Divorced,Engineering,Data Engineer,2,6797,29,16,29,34,No,50,4,3,4,3,4,3,1,4,3,22,4.6,Yes
858,31,Male,Single,Engineering,Senior Engineer,1,2722,6,6,1,10,Yes,11,5,3,1,2,1,3,7,4,0,12,5.0,Yes
859,48,Male,Single,Sales,Sales Rep,4,12143,18,8,18,29,Yes,36,1,2,2,4,4,4,0,5,1,22,6.3,Yes
860,56,Male,Married,Engineering,Senior Engineer,3,7782,10,3,8,35,No,12,3,3,1,2,1,3,8,5,1,25,5.1,Yes
861,58,Female,Married,Finance,Controller,3,6268,24,19,1,31,Yes,15,2,4,4,2,4,2,3,6,3,17,4.1,No
862,62,Female,Single,Engineering,Staff Engineer,3,9650,30,17,29,33,No,28,5,3,4,1,1,1,3,1,1,14,4.2,No
863,56,Non-Binary,Divorced,Marketing,Content Strategist,1,4147,27,16,23,28,Yes,34,4,3,2,1,4,4,7,3,0,21,6.0,Yes
864,32,Female,Married,HR,HR Manager,4,9484,0,0,0,1,Yes,30,5,3,2,3,4,2,8,5,2,16,6.0,No
865,31,Non-Binary,Married,Engineering,QA Engineer,1,3652,6,3,2,7,No,9,3,3,4,3,2,3,5,1,2,21,8.0,No
866,30,Female,Single,Marketing,Brand Manager,3,8823,0,0,0,12,Yes,29,5,3,4,4,1,1,8,6,3,15,5.7,No
867,58,Female,Single,Sales,Sales Manager,3,6338,9,6,4,27,No,30,5,4,3,3,2,4,9,4,0,17,3.7,No
868,42,Male,Single,Sales,Account Executive,2,6627,0,0,0,12,Yes,9,4,1,2,4,3,1,0,6,1,15,3.8,No
869,36,Non-Binary,Married,Engineering,DevOps Engineer,1,2993,0,0,0,8,Yes,48,1,3,2,4,2,1,2,3,2,25,7.0,Yes
870,46,Male,Married,Engineering,Software Engineer,3,6458,24,21,12,27,No,19,1,3,3,2,4,3,6,3,0,19,7.2,No
871,55,Male,Married,Operations,Operations Manager,3,9951,15,5,13,26,No,45,1,1,1,3,3,3,4,1,0,17,3.7,No
872,47,Female,Divorced,Marketing,Brand Manager,3,10229,11,2,4,24,Yes,31,2,3,2,4,2,2,2,0,0,16,3.8,Yes
873,23,Female,Married,Operations,Facilities Coordinator,2,5441,1,1,1,5,Yes,15,5,3,3,2,1,2,8,1,2,11,7.5,No
874,44,Male,Married,Engineering,Senior Engineer,2,6104,6,0,1,10,No,43,2,4,1,1,4,2,2,5,3,18,3.0,Yes
875,57,Female,Single,HR,Recruiter,3,8493,10,10,5,32,Yes,21,1,3,3,3,4,3,9,0,3,12,4.1,Yes
876,60,Non-Binary,Single,Operations,Operations Manager,2,5362,2,1,1,24,Yes,50,2,3,2,3,1,4,1,2,2,22,8.0,No
877,60,Male,Divorced,Sales,Sales Rep,2,4694,6,0,2,19,No,27,1,4,1,1,2,2,8,4,1,17,4.4,No
878,57,Non-Binary,Married,Sales,Sales Rep,4,10879,2,1,0,13,No,21,1,3,1,1,4,3,6,2,1,25,4.9,No
879,54,Female,Married,Engineering,Data Engineer,4,10137,1,0,0,6,No,48,4,3,2,4,2,4,9,0,2,14,4.9,Yes
880,62,Male,Single,Product,Product Analyst,4,13830,25,13,8,42,Yes,39,5,3,1,2,1,2,5,1,0,22,7.5,Yes
881,32,Non-Binary,Divorced,Sales,Sales Manager,4,9661,10,4,6,13,No,38,3,3,3,3,4,3,9,2,1,19,7.0,No
882,26,Female,Single,Finance,Financial Analyst,1,3876,3,3,0,6,Yes,1,3,4,2,3,3,3,1,6,2,23,7.2,No
883,47,Non-Binary,Married,Product,UX Designer,2,4546,16,3,2,28,Yes,28,5,2,1,1,2,4,8,0,2,25,4.4,Yes
884,61,Male,Married,Engineering,Data Engineer,1,3922,21,18,20,31,No,10,5,4,4,4,2,2,5,0,2,22,6.0,No
885,22,Male,Divorced,HR,Compensation Analyst,5,16856,0,0,0,0,Yes,1,2,4,1,2,4,3,2,5,2,16,3.8,Yes
886,55,Male,Single,HR,HR Generalist,3,9850,10,8,1,19,No,14,4,3,1,1,3,4,3,3,3,13,4.8,No
887,60,Non-Binary,Married,Engineering,QA Engineer,2,4626,12,9,3,29,Yes,21,4,2,1,3,4,2,1,5,2,24,7.6,Yes
888,44,Non-Binary,Single,Product,UI Designer,3,7709,11,1,1,26,Yes,32,2,3,1,2,4,4,6,0,2,25,7.3,Yes
889,38,Female,Divorced,Engineering,Software Engineer,2,4229,8,1,6,11,No,22,5,4,4,3,4,3,0,2,0,11,9.2,Yes
890,35,Non-Binary,Single,Sales,Account Executive,1,3275,0,0,0,8,Yes,41,3,3,2,4,1,2,9,2,1,25,9.1,Yes
891,47,Non-Binary,Married,Product,Product Manager,2,4519,8,0,2,16,No,21,3,2,3,2,3,4,2,6,3,12,9.1,No
892,49,Female,Divorced,Operations,Operations Manager,3,10433,25,17,17,31,No,3,2,3,4,2,1,4,3,4,3,18,8.5,No
893,35,Non-Binary,Single,Product,UX Designer,3,8137,6,2,6,15,Yes,1,5,4,3,3,2,4,0,1,1,17,3.6,Yes
894,38,Non-Binary,Divorced,Engineering,Senior Engineer,5,18443,2,2,0,13,Yes,29,4,2,1,3,3,1,0,0,3,22,7.0,Yes
895,32,Non-Binary,Divorced,Marketing,Marketing Analyst,3,9780,4,2,1,8,No,7,2,2,1,3,4,1,9,5,3,13,7.0,No
896,33,Female,Divorced,Operations,Project Manager,1,3915,5,0,3,15,No,44,2,2,2,1,1,1,0,1,2,17,4.9,No
897,52,Male,Single,Engineering,Engineering Manager,1,3207,0,0,0,2,No,39,3,4,1,2,4,4,2,0,2,14,9.1,No
898,51,Non-Binary,Single,Sales,Account Executive,1,2507,15,10,0,15,No,30,2,3,2,1,2,1,7,1,1,12,5.2,Yes
899,54,Female,Married,Sales,BDR,3,8230,15,2,12,23,Yes,48,4,4,1,4,1,2,8,6,0,18,8.2,No
900,25,Male,Single,Product,Product Analyst,1,2927,1,0,1,6,No,26,1,2,2,2,2,3,1,1,0,20,4.2,Yes
901,52,Non-Binary,Married,HR,Compensation Analyst,3,8776,28,5,12,30,Yes,7,2,4,2,4,4,1,7,4,2,22,5.7,No
902,44,Male,Divorced,Operations,IT Support,2,5620,22,11,18,22,Yes,21,5,3,1,1,2,4,8,3,2,22,3.9,No
903,57,Male,Single,Sales,BDR,2,6023,13,12,8,29,Yes,34,3,3,4,3,1,2,7,6,0,20,5.5,Yes
904,58,Non-Binary,Divorced,Engineering,Staff Engineer,3,7353,4,0,3,12,Yes,13,3,4,2,3,3,4,4,3,0,19,5.6,Yes
905,39,Male,Divorced,Engineering,DevOps Engineer,2,6143,13,2,2,20,Yes,44,2,4,1,3,3,1,3,6,1,11,9.5,Yes
906,40,Non-Binary,Divorced,Engineering,DevOps Engineer,2,5781,12,7,3,13,No,8,3,2,1,1,1,1,6,4,1,24,6.4,Yes
907,59,Non-Binary,Divorced,Marketing,Content Strategist,4,12360,21,17,18,31,No,20,5,4,1,1,4,4,4,3,1,11,5.5,Yes
908,37,Male,Divorced,Operations,Facilities Coordinator,3,9253,13,1,1,13,Yes,21,1,3,4,3,3,3,8,1,2,13,3.5,No
909,22,Female,Married,Engineering,Staff Engineer,4,9943,0,0,0,3,Yes,37,5,3,4,3,3,4,6,3,1,22,5.7,Yes
910,23,Female,Single,Engineering,Senior Engineer,2,6761,0,0,0,1,No,26,2,1,4,3,1,4,4,5,2,25,6.9,Yes
911,34,Female,Single,Engineering,Staff Engineer,3,10279,6,2,1,8,Yes,40,1,4,4,2,3,1,8,0,3,12,3.1,No
912,23,Female,Married,HR,HR Manager,2,6650,1,1,0,4,Yes,2,1,2,2,2,2,4,1,0,0,22,4.4,No
913,30,Non-Binary,Married,Operations,IT Support,5,11952,6,0,2,6,Yes,32,4,3,3,3,2,3,4,3,0,25,9.2,No
914,48,Male,Married,Engineering,Senior Engineer,5,18131,7,4,6,22,Yes,47,2,4,1,3,4,2,4,1,2,19,5.2,No
915,32,Male,Divorced,Engineering,Engineering Manager,2,6038,5,0,5,11,No,27,4,4,2,4,2,2,4,0,3,25,5.6,No
916,39,Female,Single,Finance,FP&A Manager,2,6489,9,7,7,9,No,27,1,4,1,3,4,3,2,1,1,16,7.2,No
917,48,Non-Binary,Married,Finance,Accountant,1,2674,23,12,17,27,Yes,39,3,2,1,3,2,1,6,5,2,23,5.2,Yes
918,61,Female,Single,Finance,Financial Analyst,1,3356,15,6,2,24,No,15,3,3,1,3,2,1,8,4,2,20,8.6,No
919,23,Female,Married,Sales,BDR,2,6978,1,0,0,2,Yes,43,3,2,2,2,2,1,1,5,3,11,8.3,Yes
920,37,Male,Single,HR,Compensation Analyst,1,3684,15,4,3,16,No,4,2,2,4,4,1,1,1,6,2,11,3.3,No
921,37,Non-Binary,Single,Engineering,Engineering Manager,4,11538,3,3,0,15,No,10,3,3,4,1,3,1,9,5,2,24,3.3,No
922,22,Non-Binary,Single,Product,Product Analyst,4,13749,0,0,0,0,Yes,31,2,3,3,4,1,4,2,6,3,20,6.4,No
923,48,Male,Single,Marketing,Brand Manager,1,3394,3,3,0,9,No,44,5,4,4,4,3,4,7,6,0,19,9.3,No
924,48,Non-Binary,Divorced,Engineering,Senior Engineer,1,2727,17,3,0,22,Yes,23,4,4,1,1,1,2,4,5,2,14,7.4,No
925,32,Female,Married,Engineering,Engineering Manager,5,17830,1,1,0,7,Yes,43,4,1,4,4,3,1,6,4,0,14,6.6,No
926,31,Female,Single,Operations,Facilities Coordinator,3,9311,1,1,0,1,No,31,1,3,3,3,1,3,2,2,1,22,8.4,No
927,58,Female,Single,Engineering,DevOps Engineer,4,13131,4,2,4,31,No,39,1,4,2,3,2,1,2,0,2,25,3.2,Yes
928,57,Non-Binary,Married,Sales,Sales Manager,3,7819,12,11,4,19,No,20,5,2,2,1,3,1,1,6,2,25,7.3,No
929,59,Male,Single,Engineering,Senior Engineer,2,4960,25,13,3,27,Yes,29,4,3,3,1,2,2,9,2,3,19,5.1,Yes
930,62,Female,Married,Product,UX Designer,2,4681,1,1,0,24,Yes,50,3,3,2,4,4,2,0,2,0,18,4.9,Yes
931,51,Non-Binary,Single,Product,Product Manager,4,12833,3,2,3,18,No,43,1,3,4,4,3,3,3,4,0,23,6.5,No
932,54,Male,Married,Product,Product Manager,4,10754,27,10,22,31,Yes,50,4,3,1,4,2,4,2,4,2,11,4.1,Yes
933,46,Male,Divorced,Product,UX Designer,1,3260,21,6,4,27,Yes,31,4,3,2,3,2,2,8,3,3,20,9.1,Yes
934,55,Non-Binary,Married,Operations,Operations Manager,3,10471,29,29,16,34,No,50,2,3,2,3,1,2,7,1,3,22,4.1,Yes
935,38,Non-Binary,Married,Operations,Project Manager,2,6045,0,0,0,16,No,39,4,3,4,3,3,3,2,3,0,20,5.9,No
936,38,Male,Single,Engineering,Data Engineer,3,6945,4,1,3,5,No,46,2,2,2,2,4,1,1,6,0,24,6.0,No
937,29,Non-Binary,Married,Product,UI Designer,2,4493,7,1,6,7,No,19,3,4,2,4,2,1,5,1,0,24,7.0,No
938,33,Female,Single,Sales,Sales Rep,3,9360,2,0,0,12,No,26,3,3,1,1,1,4,8,0,0,18,3.6,No
939,27,Male,Married,Operations,Operations Manager,4,13322,3,1,3,7,Yes,13,2,2,3,4,2,3,4,3,1,24,7.5,Yes
940,50,Female,Married,Finance,Controller,3,6023,13,3,8,14,Yes,11,3,3,1,3,1,2,9,1,1,18,7.8,No
941,27,Non-Binary,Married,Operations,Project Manager,1,2799,1,0,1,1,No,9,4,4,3,4,4,3,2,3,1,19,9.3,No
942,38,Male,Married,Product,UX Designer,3,9252,11,0,7,18,No,24,4,4,4,1,2,1,8,0,0,20,5.0,No
943,26,Male,Single,Finance,Financial Analyst,1,3515,2,1,0,4,Yes,13,2,3,1,1,2,2,5,0,0,13,6.8,No
944,25,Female,Divorced,Operations,Facilities Coordinator,2,4851,0,0,0,4,No,45,2,3,1,2,2,2,4,6,1,17,4.5,No
945,56,Male,Single,Sales,Sales Rep,1,2620,0,0,0,37,No,4,4,4,3,4,3,2,0,0,1,14,7.9,No
946,41,Female,Divorced,Product,Product Manager,2,4480,18,11,8,18,No,37,2,4,4,3,1,2,2,3,3,12,4.2,No
947,47,Male,Single,Engineering,Staff Engineer,1,3252,4,3,2,26,Yes,2,5,3,4,4,2,1,0,4,1,21,4.6,No
948,30,Female,Married,Sales,Sales Manager,2,4498,4,0,1,4,Yes,21,1,3,3,2,1,1,4,1,0,19,7.5,No
949,38,Male,Divorced,Sales,BDR,3,7684,14,9,2,18,No,16,3,3,2,3,1,2,0,2,3,18,4.0,Yes
950,34,Female,Divorced,Sales,BDR,4,11533,3,1,1,3,No,11,3,3,4,3,4,3,0,4,2,21,5.3,No
951,56,Male,Single,HR,Recruiter,4,10623,5,2,5,37,No,18,4,3,2,2,3,3,3,6,2,22,5.6,No
952,32,Non-Binary,Divorced,HR,Compensation Analyst,1,2415,2,0,1,8,Yes,11,3,3,2,4,2,3,2,5,0,12,5.3,No
953,39,Non-Binary,Married,Engineering,Senior Engineer,1,3432,2,1,2,14,No,11,4,1,1,4,4,1,4,6,2,24,6.9,No
954,33,Male,Divorced,Operations,Facilities Coordinator,2,5941,1,1,1,13,Yes,6,5,3,2,3,2,2,2,1,2,24,7.0,No
955,22,Female,Married,Engineering,DevOps Engineer,1,4077,0,0,0,2,Yes,26,1,4,4,4,1,4,6,6,1,17,7.3,Yes
956,58,Female,Divorced,Marketing,Growth Manager,1,2712,10,3,7,14,Yes,15,1,3,1,2,4,1,0,5,2,15,5.9,No
957,34,Non-Binary,Single,Operations,Facilities Coordinator,1,3028,11,1,6,14,No,12,4,3,3,4,3,4,6,6,0,17,3.8,No
958,33,Female,Single,Engineering,Staff Engineer,3,9959,9,0,4,13,No,36,4,1,4,1,4,2,2,2,1,11,5.1,No
959,39,Male,Divorced,Engineering,Senior Engineer,2,4504,8,1,7,21,Yes,25,5,3,4,1,2,3,4,6,2,22,8.1,Yes
960,58,Male,Single,Finance,Controller,2,4518,1,1,1,39,No,22,2,3,3,3,3,4,4,1,0,17,3.4,No
961,23,Female,Divorced,Engineering,Data Engineer,3,8401,0,0,0,5,Yes,27,1,3,4,4,3,3,3,3,0,17,3.3,No
962,44,Female,Divorced,Engineering,Data Engineer,2,6547,13,4,6,25,Yes,5,3,3,4,1,3,1,0,1,3,18,7.9,No
963,55,Male,Married,Engineering,Data Engineer,1,3655,9,5,0,22,No,49,4,1,4,1,2,2,7,2,3,20,3.1,No
964,50,Male,Single,Engineering,Engineering Manager,2,6452,21,6,0,32,No,12,4,3,1,4,3,1,9,0,3,19,6.6,No
965,43,Non-Binary,Single,Product,UX Designer,2,5161,21,19,1,25,No,45,5,4,4,4,4,1,5,6,2,24,4.3,Yes
966,30,Male,Divorced,Marketing,Growth Manager,3,7180,1,1,0,7,No,44,4,1,4,4,2,2,0,6,0,17,8.0,No
967,59,Non-Binary,Single,Sales,Account Executive,2,6517,18,5,16,31,Yes,45,3,4,2,2,2,4,1,3,0,19,6.2,Yes
968,59,Male,Divorced,Finance,Accountant,1,2771,9,2,0,24,No,21,3,3,2,1,1,3,5,6,3,18,9.3,Yes
969,43,Female,Single,Product,UX Designer,1,2403,17,14,6,25,Yes,33,3,3,2,2,1,2,1,3,0,17,9.2,Yes
970,46,Non-Binary,Married,Finance,Financial Analyst,2,6033,20,8,7,22,Yes,42,5,2,1,1,2,4,0,0,3,11,3.7,No
971,24,Male,Married,Operations,Project Manager,3,6139,1,0,0,2,No,26,2,3,1,4,2,3,4,6,2,23,6.4,No
972,55,Female,Divorced,Marketing,Marketing Analyst,2,5924,16,10,5,16,No,28,5,3,3,4,1,2,7,3,3,13,3.6,Yes
973,37,Female,Married,Engineering,Senior Engineer,4,11813,3,3,0,11,No,14,3,4,4,4,2,3,5,4,3,25,4.3,Yes
974,31,Male,Single,Engineering,QA Engineer,3,6967,4,1,2,11,No,24,2,1,1,3,4,4,0,1,3,21,9.1,No
975,46,Male,Divorced,Engineering,Data Engineer,2,4126,10,2,4,27,Yes,29,3,4,4,3,1,2,6,6,2,24,4.7,No
976,58,Male,Single,Sales,Sales Rep,1,3331,14,7,3,21,Yes,28,1,3,4,4,4,3,9,0,1,16,5.7,No
977,33,Female,Divorced,Sales,BDR,5,19191,2,2,0,11,Yes,9,1,3,4,4,1,4,9,4,3,13,4.2,Yes
978,60,Non-Binary,Divorced,Engineering,DevOps Engineer,5,18884,21,4,18,36,No,26,5,3,2,4,4,2,5,6,3,11,4.4,Yes
979,55,Male,Divorced,Engineering,DevOps Engineer,1,2852,30,27,25,33,No,49,5,2,2,2,4,1,0,0,0,15,3.6,Yes
980,31,Non-Binary,Divorced,Marketing,Brand Manager,4,12447,9,1,4,9,No,14,3,2,1,2,4,3,2,5,3,13,8.7,Yes
981,46,Male,Single,Sales,BDR,3,7335,9,2,2,19,Yes,15,1,3,2,4,4,4,9,6,0,20,3.4,No
982,58,Female,Married,Sales,BDR,1,3381,30,26,24,38,No,9,1,2,1,3,2,1,7,4,3,17,7.2,Yes
983,31,Non-Binary,Single,Sales,Sales Manager,5,13282,4,0,2,9,No,15,1,3,4,4,3,4,1,0,0,18,4.7,No
984,44,Male,Divorced,Engineering,Senior Engineer,1,2555,1,0,1,11,No,40,5,3,2,1,2,4,3,1,3,11,9.3,Yes
985,41,Male,Married,HR,HR Manager,4,11299,8,7,4,21,Yes,9,2,3,3,1,1,4,6,2,0,23,6.2,No
986,57,Non-Binary,Married,Engineering,Engineering Manager,3,6404,27,24,11,28,No,18,3,3,2,3,1,1,8,6,2,19,8.6,Yes
987,28,Male,Divorced,Engineering,QA Engineer,1,2888,2,1,1,3,No,26,1,3,4,4,1,1,4,0,1,25,7.3,No
988,41,Non-Binary,Single,Engineering,Staff Engineer,2,6983,3,2,0,9,Yes,38,4,3,2,2,1,2,8,2,3,21,4.2,No
989,56,Female,Married,Marketing,Marketing Analyst,3,7762,17,0,4,30,Yes,46,5,3,3,2,2,3,6,1,1,11,3.6,No
990,23,Male,Divorced,Sales,BDR,2,4127,0,0,0,1,No,3,1,3,4,1,3,2,1,0,1,21,9.5,No
991,28,Female,Single,Engineering,Engineering Manager,2,5660,2,2,1,4,No,43,1,2,3,4,1,3,7,6,1,13,4.1,Yes
992,52,Non-Binary,Divorced,Engineering,Engineering Manager,3,9200,15,8,11,19,Yes,41,2,2,1,1,3,4,1,6,2,22,8.6,Yes
993,46,Female,Single,Engineering,Data Engineer,2,5222,13,2,13,13,Yes,9,4,2,4,3,1,2,5,3,3,11,9.0,Yes
994,25,Male,Divorced,Product,UI Designer,1,3113,3,1,0,7,Yes,42,1,3,1,4,3,1,9,4,0,11,5.4,No
995,25,Non-Binary,Single,Sales,Account Executive,5,14264,1,0,0,7,Yes,30,3,3,3,3,2,1,9,5,1,17,5.2,Yes
996,51,Non-Binary,Single,Marketing,Brand Manager,1,3590,11,7,4,12,Yes,21,3,4,3,3,3,3,3,4,0,12,9.4,No
997,60,Female,Married,Marketing,Marketing Analyst,3,7576,12,5,10,17,Yes,11,5,4,3,3,2,1,7,4,3,11,8.0,Yes
998,48,Female,Divorced,Product,Product Manager,1,2957,3,3,1,7,No,49,4,4,4,4,1,2,3,2,0,16,3.1,No
999,22,Male,Married,Engineering,Staff Engineer,5,16906,0,0,0,3,No,4,3,3,1,1,3,2,2,2,2,12,5.8,Yes
1000,38,Female,Divorced,Sales,Sales Manager,2,6195,1,1,1,15,Yes,38,1,3,1,4,1,1,8,5,3,17,7.4,No
1001,49,Female,Married,Operations,Project Manager,3,8491,10,6,1,30,Yes,43,5,3,3,1,3,4,0,6,1,14,7.6,No
1002,27,Male,Single,Marketing,Brand Manager,4,13133,4,2,1,8,No,24,4,3,1,2,2,2,9,5,3,14,6.7,No
1003,47,Male,Married,Engineering,DevOps Engineer,5,12762,9,4,0,23,No,25,5,4,2,2,3,2,7,3,1,20,5.1,No
1004,43,Female,Divorced,Engineering,QA Engineer,2,4409,20,4,1,20,No,5,4,3,1,2,2,3,4,1,1,15,6.7,No
1005,60,Non-Binary,Married,Engineering,DevOps Engineer,2,6459,0,0,0,8,No,25,1,4,3,4,3,4,9,5,0,14,8.5,No
1006,47,Non-Binary,Single,Engineering,Software Engineer,1,2784,25,9,7,26,Yes,32,4,3,4,2,2,1,6,5,0,17,9.5,Yes
1007,50,Female,Single,Engineering,Engineering Manager,1,2494,0,0,0,32,Yes,20,2,3,1,1,1,4,4,5,0,13,5.2,No
1008,49,Male,Married,Engineering,QA Engineer,3,7926,15,11,5,20,No,1,1,3,3,4,2,3,6,6,2,17,6.7,No
1009,60,Non-Binary,Divorced,Engineering,Engineering Manager,2,5568,15,6,3,23,Yes,39,1,3,4,4,1,3,5,0,2,20,7.9,No
1010,49,Male,Single,Marketing,Content Strategist,4,8790,9,3,2,12,Yes,11,5,3,3,1,1,3,9,2,2,14,8.8,Yes
1011,50,Non-Binary,Divorced,Engineering,Software Engineer,1,4177,13,11,11,22,No,32,3,2,2,2,3,4,7,5,3,12,8.9,No
1012,30,Non-Binary,Single,HR,Recruiter,4,8346,3,3,3,9,No,45,1,4,3,2,3,3,6,2,3,22,3.4,No
1013,42,Non-Binary,Divorced,Sales,Sales Manager,2,5870,16,13,14,19,No,1,5,4,4,4,2,2,6,6,0,11,4.3,No
